timestamp,agent.name,rule.mitre.id,rule.mitre.tactic,rule.description,rule.level,rule.id,rule.mitre.technique
"Aug 02, 2025 @ 15:39:21.000",prod-node1,['T1098'],['Persistence'],PAM: User changed password.,3,5555,['Account Manipulation']
"Aug 02, 2025 @ 16:44:16.000",ubuntu,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 13:20:49.000",debian,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 09:15:31.000",debian,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 14:58:47.000",prod-node1,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 09:15:06.000",debian,['T1098'],['Persistence'],PAM: User changed password.,3,5555,['Account Manipulation']
"Aug 02, 2025 @ 08:56:04.000",ubuntu,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 15:04:29.000",wazuh-agent,['T1609'],['Defense Evasion'],PAM misconfiguration: cannot open shared object.,4,5553,['Container Administration Command']
"Aug 02, 2025 @ 15:04:20.000",ubuntu,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 15:19:07.000",prod-node1,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 09:11:36.000",wazuh-agent,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 10:17:32.000",wazuh-agent,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 17:18:39.000",wazuh-agent,['T1609'],['Defense Evasion'],PAM misconfiguration: illegal module type.,4,5554,['Container Administration Command']
"Aug 02, 2025 @ 12:35:25.000",prod-node1,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 17:18:29.000",ubuntu,['T1110.001'],['Credential Access'],PAM: Attempt to login with an invalid user.,5,5504,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 10:08:26.000",wazuh-agent,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 16:48:46.000",ubuntu,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 13:13:12.000",centos,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 09:06:13.000",debian,['T1609'],['Defense Evasion'],PAM misconfiguration: cannot open shared object.,4,5553,['Container Administration Command']
"Aug 02, 2025 @ 16:47:20.000",prod-node1,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 12:27:10.000",centos,['T1609'],['Defense Evasion'],PAM misconfiguration: illegal module type.,4,5554,['Container Administration Command']
"Aug 02, 2025 @ 16:53:31.000",debian,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 15:13:21.000",ubuntu,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 15:32:53.000",ubuntu,['T1609'],['Defense Evasion'],PAM misconfiguration: cannot open shared object.,4,5553,['Container Administration Command']
"Aug 02, 2025 @ 08:40:30.000",debian,['T1110.001'],['Credential Access'],PAM: Attempt to login with an invalid user.,5,5504,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 10:42:55.000",debian,['T1110.001'],['Credential Access'],PAM: Attempt to login with an invalid user.,5,5504,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 17:22:20.000",wazuh-agent,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 11:33:27.000",ubuntu,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 16:15:11.000",wazuh-agent,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 15:25:21.000",ubuntu,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 10:14:54.000",centos,['T1609'],['Defense Evasion'],PAM misconfiguration: cannot open shared object.,4,5553,['Container Administration Command']
"Aug 02, 2025 @ 17:49:40.000",ubuntu,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 12:01:00.000",ubuntu,['T1609'],['Defense Evasion'],PAM misconfiguration: illegal module type.,4,5554,['Container Administration Command']
"Aug 02, 2025 @ 16:48:23.000",wazuh-agent,['T1110'],['Credential Access'],PAM: Multiple failed logins in a small period of time.,10,5551,['Brute Force']
"Aug 02, 2025 @ 12:30:50.000",centos,['T1110'],['Credential Access'],PAM: Multiple failed logins in a small period of time.,10,5551,['Brute Force']
"Aug 02, 2025 @ 16:08:59.000",ubuntu,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 13:22:01.000",prod-node1,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 11:35:59.000",prod-node1,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 12:52:20.000",wazuh-agent,['T1110.001'],['Credential Access'],PAM: Attempt to login with an invalid user.,5,5504,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 08:16:06.000",centos,['T1110.001'],['Credential Access'],PAM: Attempt to login with an invalid user.,5,5504,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 14:52:21.000",prod-node1,['T1098'],['Persistence'],PAM: User changed password.,3,5555,['Account Manipulation']
"Aug 02, 2025 @ 11:30:11.000",prod-node1,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 12:27:44.000",debian,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 17:24:49.000",debian,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 14:20:49.000",prod-node1,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 10:35:37.000",centos,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 11:20:00.000",debian,['T1110'],['Credential Access'],PAM: Multiple failed logins in a small period of time.,10,5551,['Brute Force']
"Aug 02, 2025 @ 17:44:59.000",centos,['T1110.001'],['Credential Access'],PAM: Attempt to login with an invalid user.,5,5504,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 13:14:23.000",centos,['T1110.001'],['Credential Access'],PAM: Attempt to login with an invalid user.,5,5504,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 08:00:02.000",wazuh-agent,['T1609'],['Defense Evasion'],PAM misconfiguration: illegal module type.,4,5554,['Container Administration Command']
"Aug 02, 2025 @ 14:24:58.000",prod-node1,['T1110'],['Credential Access'],PAM: Multiple failed logins in a small period of time.,10,5551,['Brute Force']
"Aug 02, 2025 @ 15:51:14.000",centos,['T1110.001'],['Credential Access'],PAM: Attempt to login with an invalid user.,5,5504,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 14:59:41.000",ubuntu,['T1110.001'],['Credential Access'],PAM: Attempt to login with an invalid user.,5,5504,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 10:17:50.000",debian,['T1110.001'],['Credential Access'],PAM: Attempt to login with an invalid user.,5,5504,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 09:08:04.000",prod-node1,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 15:19:47.000",prod-node1,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 10:20:01.000",centos,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 17:00:54.000",debian,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 14:41:26.000",wazuh-agent,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 09:10:20.000",prod-node1,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 12:11:25.000",wazuh-agent,['T1110.001'],['Credential Access'],PAM: Attempt to login with an invalid user.,5,5504,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 12:23:45.000",ubuntu,['T1609'],['Defense Evasion'],PAM misconfiguration: cannot open shared object.,4,5553,['Container Administration Command']
"Aug 02, 2025 @ 14:58:00.000",wazuh-agent,['T1110.001'],['Credential Access'],PAM: Attempt to login with an invalid user.,5,5504,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 11:09:02.000",prod-node1,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 10:47:22.000",prod-node1,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 08:03:53.000",ubuntu,['T1098'],['Persistence'],PAM: User changed password.,3,5555,['Account Manipulation']
"Aug 02, 2025 @ 14:49:18.000",debian,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 14:06:47.000",debian,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 15:59:14.000",debian,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 08:13:03.000",centos,['T1609'],['Defense Evasion'],PAM misconfiguration: cannot open shared object.,4,5553,['Container Administration Command']
"Aug 02, 2025 @ 12:30:16.000",wazuh-agent,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 08:10:39.000",prod-node1,['T1110.001'],['Credential Access'],PAM: Attempt to login with an invalid user.,5,5504,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 08:52:36.000",wazuh-agent,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 12:41:32.000",wazuh-agent,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 15:36:53.000",prod-node1,['T1110.001'],['Credential Access'],unix_chkpwd: Password check failed.,5,5557,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 11:42:46.000",prod-node1,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 08:49:59.000",debian,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 12:41:33.000",wazuh-agent,['T1098'],['Persistence'],PAM: User changed password.,3,5555,['Account Manipulation']
"Aug 02, 2025 @ 11:22:48.000",debian,['T1098'],['Persistence'],PAM: User changed password.,3,5555,['Account Manipulation']
"Aug 02, 2025 @ 08:28:31.000",debian,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 16:22:08.000",prod-node1,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 10:19:18.000",ubuntu,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 13:02:15.000",wazuh-agent,['T1098'],['Persistence'],PAM: User changed password.,3,5555,['Account Manipulation']
"Aug 02, 2025 @ 12:37:02.000",wazuh-agent,['T1609'],['Defense Evasion'],PAM misconfiguration: illegal module type.,4,5554,['Container Administration Command']
"Aug 02, 2025 @ 10:29:45.000",centos,['T1110.001'],['Credential Access'],PAM: Attempt to login with an invalid user.,5,5504,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 08:43:20.000",prod-node1,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 15:54:54.000",centos,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 12:17:05.000",ubuntu,['T1609'],['Defense Evasion'],PAM misconfiguration: cannot open shared object.,4,5553,['Container Administration Command']
"Aug 02, 2025 @ 13:13:01.000",centos,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 17:02:46.000",ubuntu,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 09:55:33.000",centos,['T1110'],['Credential Access'],PAM: Multiple failed logins in a small period of time.,10,5551,['Brute Force']
"Aug 02, 2025 @ 13:29:20.000",prod-node1,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 09:17:07.000",wazuh-agent,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 14:03:14.000",ubuntu,['T1098'],['Persistence'],PAM: User changed password.,3,5555,['Account Manipulation']
"Aug 02, 2025 @ 11:54:16.000",centos,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 15:11:23.000",centos,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 15:11:29.000",centos,['T1110.001'],['Credential Access'],PAM: Attempt to login with an invalid user.,5,5504,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 17:24:01.000",ubuntu,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 08:04:33.000",debian,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 13:17:21.000",debian,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 10:42:50.000",debian,['T1110.001'],['Credential Access'],PAM: Attempt to login with an invalid user.,5,5504,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 12:13:47.000",ubuntu,['T1609'],['Defense Evasion'],PAM misconfiguration: illegal module type.,4,5554,['Container Administration Command']
"Aug 02, 2025 @ 08:30:02.000",wazuh-agent,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 10:14:35.000",debian,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 09:42:08.000",debian,['T1110.001'],['Credential Access'],unix_chkpwd: Password check failed.,5,5557,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 13:09:08.000",prod-node1,['T1110.001'],['Credential Access'],unix_chkpwd: Password check failed.,5,5557,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 10:56:07.000",debian,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 09:17:05.000",debian,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 17:40:44.000",centos,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 11:02:51.000",ubuntu,['T1110.001'],['Credential Access'],PAM: Attempt to login with an invalid user.,5,5504,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 10:34:01.000",debian,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 09:56:35.000",ubuntu,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 10:06:20.000",wazuh-agent,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 11:24:10.000",prod-node1,['T1098'],['Persistence'],PAM: User changed password.,3,5555,['Account Manipulation']
"Aug 02, 2025 @ 12:34:41.000",centos,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 16:19:27.000",ubuntu,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 10:51:02.000",wazuh-agent,['T1110'],['Credential Access'],PAM: Multiple failed logins in a small period of time.,10,5551,['Brute Force']
"Aug 02, 2025 @ 08:37:05.000",ubuntu,['T1110.001'],['Credential Access'],PAM: Attempt to login with an invalid user.,5,5504,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 15:04:43.000",prod-node1,['T1098'],['Persistence'],PAM: User changed password.,3,5555,['Account Manipulation']
"Aug 02, 2025 @ 15:09:56.000",wazuh-agent,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 11:34:55.000",prod-node1,['T1110.001'],['Credential Access'],PAM: Attempt to login with an invalid user.,5,5504,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 14:26:56.000",prod-node1,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 10:45:35.000",debian,['T1110.001'],['Credential Access'],PAM: Attempt to login with an invalid user.,5,5504,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 10:22:06.000",prod-node1,['T1098'],['Persistence'],PAM: User changed password.,3,5555,['Account Manipulation']
"Aug 02, 2025 @ 13:48:00.000",debian,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 15:46:33.000",prod-node1,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 15:22:39.000",centos,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 17:46:34.000",wazuh-agent,['T1609'],['Defense Evasion'],PAM misconfiguration: cannot open shared object.,4,5553,['Container Administration Command']
"Aug 02, 2025 @ 12:53:49.000",prod-node1,['T1609'],['Defense Evasion'],PAM misconfiguration: cannot open shared object.,4,5553,['Container Administration Command']
"Aug 02, 2025 @ 12:48:13.000",prod-node1,['T1609'],['Defense Evasion'],PAM misconfiguration: cannot open shared object.,4,5553,['Container Administration Command']
"Aug 02, 2025 @ 10:53:48.000",wazuh-agent,['T1110.001'],['Credential Access'],PAM: Attempt to login with an invalid user.,5,5504,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 13:11:04.000",prod-node1,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 13:49:32.000",prod-node1,['T1098'],['Persistence'],PAM: User changed password.,3,5555,['Account Manipulation']
"Aug 02, 2025 @ 11:44:00.000",prod-node1,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 15:24:08.000",prod-node1,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 08:22:45.000",debian,['T1110.001'],['Credential Access'],unix_chkpwd: Password check failed.,5,5557,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 08:33:05.000",prod-node1,['T1609'],['Defense Evasion'],PAM misconfiguration: cannot open shared object.,4,5553,['Container Administration Command']
"Aug 02, 2025 @ 10:31:54.000",centos,['T1110.001'],['Credential Access'],unix_chkpwd: Password check failed.,5,5557,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 09:08:44.000",wazuh-agent,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 16:28:57.000",debian,['T1110.001'],['Credential Access'],unix_chkpwd: Password check failed.,5,5557,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 11:57:56.000",wazuh-agent,['T1609'],['Defense Evasion'],PAM misconfiguration: cannot open shared object.,4,5553,['Container Administration Command']
"Aug 02, 2025 @ 09:28:44.000",wazuh-agent,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 14:05:28.000",debian,['T1098'],['Persistence'],PAM: User changed password.,3,5555,['Account Manipulation']
"Aug 02, 2025 @ 10:20:14.000",wazuh-agent,['T1110'],['Credential Access'],PAM: Multiple failed logins in a small period of time.,10,5551,['Brute Force']
"Aug 02, 2025 @ 17:50:27.000",debian,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 11:25:02.000",prod-node1,['T1098'],['Persistence'],PAM: User changed password.,3,5555,['Account Manipulation']
"Aug 02, 2025 @ 17:50:57.000",wazuh-agent,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 12:19:16.000",prod-node1,['T1098'],['Persistence'],PAM: User changed password.,3,5555,['Account Manipulation']
"Aug 02, 2025 @ 12:52:03.000",centos,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 17:09:59.000",wazuh-agent,['T1110.001'],['Credential Access'],PAM: Attempt to login with an invalid user.,5,5504,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 15:58:31.000",prod-node1,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 15:40:54.000",ubuntu,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 09:10:56.000",ubuntu,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 08:39:34.000",ubuntu,['T1609'],['Defense Evasion'],PAM misconfiguration: illegal module type.,4,5554,['Container Administration Command']
"Aug 02, 2025 @ 11:47:22.000",ubuntu,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 09:48:43.000",wazuh-agent,['T1609'],['Defense Evasion'],PAM misconfiguration: illegal module type.,4,5554,['Container Administration Command']
"Aug 02, 2025 @ 09:09:54.000",wazuh-agent,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 09:27:31.000",prod-node1,['T1098'],['Persistence'],PAM: User changed password.,3,5555,['Account Manipulation']
"Aug 02, 2025 @ 16:29:33.000",debian,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 17:27:28.000",wazuh-agent,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 10:44:25.000",ubuntu,['T1110.001'],['Credential Access'],PAM: Attempt to login with an invalid user.,5,5504,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 08:55:02.000",debian,['T1609'],['Defense Evasion'],PAM misconfiguration: illegal module type.,4,5554,['Container Administration Command']
"Aug 02, 2025 @ 09:27:10.000",debian,['T1110.001'],['Credential Access'],PAM: Attempt to login with an invalid user.,5,5504,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 14:28:39.000",ubuntu,['T1609'],['Defense Evasion'],PAM misconfiguration: illegal module type.,4,5554,['Container Administration Command']
"Aug 02, 2025 @ 15:35:21.000",ubuntu,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 14:29:13.000",prod-node1,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 12:23:01.000",debian,['T1609'],['Defense Evasion'],PAM misconfiguration: illegal module type.,4,5554,['Container Administration Command']
"Aug 02, 2025 @ 09:32:36.000",centos,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 14:13:12.000",debian,['T1110.001'],['Credential Access'],unix_chkpwd: Password check failed.,5,5557,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 10:40:24.000",wazuh-agent,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 15:48:22.000",ubuntu,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 15:01:19.000",wazuh-agent,['T1609'],['Defense Evasion'],PAM misconfiguration: cannot open shared object.,4,5553,['Container Administration Command']
"Aug 02, 2025 @ 08:43:33.000",centos,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 10:38:54.000",centos,['T1098'],['Persistence'],PAM: User changed password.,3,5555,['Account Manipulation']
"Aug 02, 2025 @ 16:17:02.000",prod-node1,['T1110.001'],['Credential Access'],PAM: Attempt to login with an invalid user.,5,5504,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 12:23:55.000",prod-node1,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 11:03:10.000",debian,['T1110'],['Credential Access'],PAM: Multiple failed logins in a small period of time.,10,5551,['Brute Force']
"Aug 02, 2025 @ 15:04:15.000",prod-node1,['T1110.001'],['Credential Access'],unix_chkpwd: Password check failed.,5,5557,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 12:54:31.000",wazuh-agent,['T1110.001'],['Credential Access'],PAM: Attempt to login with an invalid user.,5,5504,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 13:06:48.000",debian,['T1098'],['Persistence'],PAM: User changed password.,3,5555,['Account Manipulation']
"Aug 02, 2025 @ 15:08:04.000",ubuntu,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 11:42:58.000",centos,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 13:02:44.000",ubuntu,['T1110'],['Credential Access'],PAM: Multiple failed logins in a small period of time.,10,5551,['Brute Force']
